NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Johnston, Nannette, b. 1782","Johnston, Nannette, 1782-","Johnston, Nannette
Johnston, H. Mrs.
Johnston, Henry Erskine, Mrs.
Parker, Nannette",http://viaf.org/viaf/83547619/,,http://www.worldcat.org/identities/lccn-no2009031576/,http://id.loc.gov/authorities/names/no2009031576,,,,
"Johnstone, John Henry, 1749-1828","Johnstone, John Henry, 1749-1828","John Henry Johnstone
Johnstone, Jack,
Johnstone, Jack
Johnstone, John,
Johnstone, John
Johnstone",http://viaf.org/viaf/75020727,https://en.wikipedia.org/wiki/John_Henry_Johnstone,http://www.worldcat.org/identities/lccn-nr91-18607/,http://id.loc.gov/authorities/names/nr91018607,,,,
"Jones, Richard, 1779-1851","Jones, Richard, 1779-1851",Richard Jones,http://viaf.org/viaf/28414775,,http://www.worldcat.org/identities/lccn-n82-56719/,http://id.loc.gov/authorities/names/n82056719,,,,
"Jonston, Alexander, d. 1775",,,,,,,,,,Nothing found
"Jordan, Dorothy, 1761-1816","Jordan, Dorothy, 1761-1816","Bland, Dorothy,
Bland, Dorothy
Bland,
Bland
Dorothea Bland
Dorothea Jordan
Dorothea JordÃ¢nia
Ford, Dorothy
Jordan, ...
Jordan, ..
Jordan, Dora,
Jordan, Dora
Jordan, Dorothea,
Jordan, Dorothea
Jordan, Dorothy B.
Jordan, Dorothy Bland,
Jordan, Dorothy Bland
Jordan,
Jordan
",http://viaf.org/viaf/817367,https://en.wikipedia.org/wiki/Dorothea_Jordan,http://www.worldcat.org/identities/lccn-n83-8309/,http://id.loc.gov/authorities/names/n83008309,,,,
"Josephs, Fanny, d. 1890","Josephs, Fanny, -1890","Fanny Josephs
Josephs, Fanny,
Josephs, Fanny",http://viaf.org/viaf/24174786,https://en.wikipedia.org/wiki/Fanny_Josephs,http://www.worldcat.org/identities/lccn-no94-3153/,http://id.loc.gov/authorities/names/no94003153,,,,
"Kean, Charles John, 1811?-1868","Kean, Charles John, 1811?-1868","Charles Kean
Kean, Charles
Kean, Charles John
Kean
ÐšÐ¸Ð½, Ð§Ð°Ñ€Ð»Ð·
ãƒ",http://viaf.org/viaf/66621983,https://en.wikipedia.org/wiki/Charles_Kean,http://www.worldcat.org/identities/lccn-n50-46385/,http://id.loc.gov/authorities/names/n50046385,,https://www.ibdb.com/broadway-cast-staff/charles-kean-84451,,
"Kean, Edmund, 1787-1833","Kean, Edmund, 1787-1833","Carey,
Edmund Kean
Edmund,
Edmundus Kean
Kean, Edmund
Kean
Kin, Edmund,
Kin, Edmund
",http://viaf.org/viaf/20476434,https://en.wikipedia.org/wiki/Edmund_Kean,http://www.worldcat.org/identities/lccn-n50-46386/,http://id.loc.gov/authorities/names/n50046386,,https://www.ibdb.com/broadway-cast-staff/edmund-kean-87624,,
"Kean, Ellen, 1805-1880","Kean, Ellen, 1805-1880","Ellen Kean
Ellen Tree
Kean, Ellen
Kean, Mrs
Kean
Tree, Eleanora
Tree, Ellen,
Tree, Ellen
Tree",http://viaf.org/viaf/76639554,https://en.wikipedia.org/wiki/Ellen_Kean,http://www.worldcat.org/identities/lccn-nr92-34625/,http://id.loc.gov/authorities/names/nr92034625,,,,
"Kean, Moses, d. 1792","Kean, Moses, -1792","Kean, Moses,
Kean,",http://viaf.org/viaf/61410170,,http://www.worldcat.org/identities/lccn-nr92-29078/,http://id.loc.gov/authorities/names/nr92029078,,,,
"Keeley, Mary Ann, 1806-1899","Keeley, Mary Ann, 1806-1899","Goward, Mary Ann,
Keeley,
Mary Anne Keeley",http://viaf.org/viaf/26628260,https://en.wikipedia.org/wiki/Mary_Anne_Keeley,http://www.worldcat.org/identities/lccn-no91-19538/,http://id.loc.gov/authorities/names/no91019538,,,,
"Keeley, Robert, 1793-1869","Keeley, Robert, 1793-1869","Keeley,
Keeley
Robert Keeley",http://viaf.org/viaf/70951436,https://en.wikipedia.org/wiki/Robert_Keeley_(comedian),http://www.worldcat.org/identities/lccn-no91-5704/,http://id.loc.gov/authorities/names/no91005704,,,,
"Keene, Arthur, d. 1845","Keene, Arthur","Keene, Arthur",http://viaf.org/viaf/18584545/,,http://www.worldcat.org/identities/lccn-n82248493/,http://id.loc.gov/authorities/names/n82248493,,,,
"Keene, Laura, 1826-1873","Keene, Laura, 1826-1873","Laura Keene
Moss, Mary Frances,
Moss, Mary Frances
Taylor, Mary Frances,
Taylor, Mary Frances
",http://viaf.org/viaf/45103975,https://en.wikipedia.org/wiki/Laura_Keene,http://www.worldcat.org/identities/lccn-n91-41259/,http://id.loc.gov/authorities/names/n91041259,,https://www.ibdb.com/broadway-cast-staff/laura-keene-412346,,
"Keene, Thomas Wallace, 1840-1898","Keene, T. W. (Thomas Wallace), 1840-1898","Keene, T. W. (Thomas Wallace)
Eagleson, Thomas R.
Keene, Thomas Wallace
Keene, Thomas",http://viaf.org/viaf/11889797/,,http://www.worldcat.org/identities/lccn-no95024451/,http://id.loc.gov/authorities/names/no95024451,,https://www.ibdb.com/broadway-cast-staff/tw-keene-438430,,
"Kellogg, Clara Louise, 1842-1916","Kellogg, Clara Louise, 1842-1916","Clara Louise Kellog
Clara Louise Kellogg
Kellogg, Clara L.
Strakosch,
Strakosch
",http://viaf.org/viaf/3872085,https://en.wikipedia.org/wiki/Clara_Louise_Kellogg,http://www.worldcat.org/identities/lccn-n84-75749/,http://id.loc.gov/authorities/names/n84075749,,,,
"Kelly, Frances Maria, 1790-1882","Kelly, Frances Maria, 1790-1882","Frances Maria Kelly
Kelly, Fanny Maria,
Kelly, Fanny Maria
Kelly, Frances;
Kelly,
Kelly",http://viaf.org/viaf/16789054,https://en.wikipedia.org/wiki/Frances_Maria_Kelly,http://www.worldcat.org/identities/lccn-no91-16672/,http://id.loc.gov/authorities/names/no91016672,,,,
"Kelly, Lydia, b. 1795","Kelly, Lydia, 1795-","Kelly, Lydia
Kelly, L. (Lydia)",http://viaf.org/viaf/26631448/,,http://www.worldcat.org/identities/lccn-no92013092/,http://id.loc.gov/authorities/names/no92013092,,,,
"Kelly, Michael, 1762-1826","Kelly, Michael, 1762-1826","Kelly, M.
Kelly, Michael
Kelly, Michael William
Kelly, Ml.
Kelly, Ml
Kelly,
Michael Kelly
O'Kelly, Michael
",http://viaf.org/viaf/51703902,https://en.wikipedia.org/wiki/Michael_Kelly_(tenor),http://www.worldcat.org/identities/lccn-n79-95288/,http://id.loc.gov/authorities/names/n79095288,,,,
"Kemble, Charles, 1775-1854","Kemble, Charles, 1775-1854","Charles Kemble
Kemble,
Kemble",http://viaf.org/viaf/59345857,https://en.wikipedia.org/wiki/Charles_Kemble,http://www.worldcat.org/identities/lccn-n82-54724/,http://id.loc.gov/authorities/names/n82054724,,,,
"Kemble, Elizabeth, 1761-1836",Elizabeth Whitlock actrice britannique,"Elizabeth Whitlock
Whitlock, Elizabeth
Kemble, Elizabeth",http://viaf.org/viaf/83618709/,https://en.wikipedia.org/wiki/Elizabeth_Whitlock,http://www.worldcat.org/identities/lccn-no2009043212/,http://id.loc.gov/authorities/names/no2009043212,,,,
"Kemble, Elizabeth, 1763?-1841","Kemble, Elizabeth, 1763?-1841","Elizabeth Satchell
Kemble,
Kemble
Satchell, Elizabeth",http://viaf.org/viaf/26957522,https://en.wikipedia.org/wiki/Elizabeth_Satchell,http://www.worldcat.org/identities/lccn-nr95040100/,http://id.loc.gov/authorities/names/nr95040100,,,,
"Kemble, Fanny, 1809-1893","Kemble, Fanny, 1809-1893","Butler, Fanny
Butler, Frances A.
Butler, Frances Anne
Butler, Frances Anne,
Butler,
Butler
Fanny Kemble
Frances Anne Kemble
Kamble, Frances Anne
Kemble, F. A.
Kemble, Fanny
Kemble, Frances A.
Kemble, Frances Anne
Kemble, Frances Anne,
Kemble, Frances Ann
Kemble
Mrs. Butler
Mrs. Butler,
",http://viaf.org/viaf/66594114,https://en.wikipedia.org/wiki/Fanny_Kemble,http://www.worldcat.org/identities/lccn-n50-45686/,http://id.loc.gov/authorities/names/n50045686,,,,
"Kemble, Henry Stephen, 1789-1836","Kemble, Henry Stephen, 1789-1836","Henry Stephen Kemble
Kemble, H.
Kemble, Henry,",http://viaf.org/viaf/3829669,https://en.wikipedia.org/wiki/Henry_Stephen_Kemble,http://www.worldcat.org/identities/lccn-n82-160926/,http://id.loc.gov/authorities/names/n82160926,,,,
"Kemble, John Philip, 1757-1823","Kemble, John Philip, 1757-1823","John Philip Kemble
Kemble, J. P.
Kemble, John P.
",http://viaf.org/viaf/74763759,https://en.wikipedia.org/wiki/John_Philip_Kemble,http://www.worldcat.org/identities/lccn-n79-147902/,http://id.loc.gov/authorities/names/n79147902,,,,
"Kemble, Marie Therese, 1774-1838","Kemble, Marie ThÃ©rÃ¨se, 1774-1838","Du Camp
Kemble, C.,
Kemble, C.
Kemble, Charles,
Kemble, Charles
Kemble, Maria Theresa,
Kemble, Maria Theresa

Kemble, Mrs Charles
Kemble, Theresa,
Kemble, Theresa
Kemble
Maria Theresa Kemble",http://viaf.org/viaf/122326367,https://en.wikipedia.org/wiki/Maria_Theresa_Kemble,http://www.worldcat.org/identities/lccn-n82-155072/,http://id.loc.gov/authorities/names/n82155072,,,,
"Kemble, Priscilla, 1758-1854","Kemble, Priscilla, 1758-1854","Brereton, Priscilla,
Brereton, William,
Hopkins, Priscilla,
Kemble, John Philip,
Kemble,
Priscilla Kemble",http://viaf.org/viaf/56174993,https://en.wikipedia.org/wiki/Priscilla_Kemble,http://www.worldcat.org/identities/lccn-no91-16593/,http://id.loc.gov/authorities/names/no91016593,,,,
"Kemble, Roger, 1721-1802",Roger Kemble,"Kemble, Roger
Roger Kemble",http://viaf.org/viaf/71217767/,https://en.wikipedia.org/wiki/Roger_Kemble,http://www.worldcat.org/identities/lccn-no2008164057/,http://id.loc.gov/authorities/names/no2008164057,,,,
"Kemble, Stephen, 1758-1822","Kemble, Stephen, 1758-1822","Kemble, George Stephen,
Kemble, George Stephen
Kemble, S.
Kemble, Stephen George,
Kemble, Stephen George
Stephen Kemble",http://viaf.org/viaf/28453620,https://en.wikipedia.org/wiki/Stephen_Kemble,http://www.worldcat.org/identities/lccn-n83-180251/,http://id.loc.gov/authorities/names/n83180251,,,,
"Kemp, William, fl. 1600","Kemp, William, fl. 1600","Kemp, Will,
Kemp, William,
Kemp, William
Kempe, William,
William Kempe
William Kemp
",http://viaf.org/viaf/26090066,https://en.wikipedia.org/wiki/William_Kempe,http://www.worldcat.org/identities/lccn-n86-116779/,http://id.loc.gov/authorities/names/n86116779,,,,
"Kendal, Madge, 1849-1935","Kendal, Madge, 1849-1935","Grimston, Margaret Shafto
Grimston
Kendal,  Mrs,
Kendal, M. (Madge),
Kendal, M.argaret,
Kendal, M.argaret
Kendal, M.
Kendal, Madge Dame
Kendal, Madge, Dame,
Kendal, Madge,
Kendal, Madge
Kendal, Miss (Madge),
Kendal, Miss
Kendal, Mrs
Kendal,
Kendal
Madge Kendal
Robertson, M.
Robertson, Margaret Brunton
Robertson, Margaret,
Robertson, Margaret
Robertson,
Robertson",http://viaf.org/viaf/58041265,https://en.wikipedia.org/wiki/Madge_Kendal,http://www.worldcat.org/identities/lccn-n85-65035/,http://id.loc.gov/authorities/names/n85065035,,https://www.ibdb.com/broadway-cast-staff/madge-robertson-384597,,
"Kendal, William Hunter, 1843-1917","Kendal, William Hunter, 1843-1917","Grimston
Kendal,
Kendal
William Hunter Kendal",http://viaf.org/viaf/58643494,https://en.wikipedia.org/wiki/William_Hunter_Kendal,http://www.worldcat.org/identities/lccn-no91-27682/,http://id.loc.gov/authorities/names/no91027682,,https://www.ibdb.com/broadway-cast-staff/mrs-william-h-kendal-67961,,
"King, Thomas, 1730-1805","King, Thomas, 1730-1805","K, T.
K., T.
King, T.
King, Thomas
King, Tom,
King, Tom
T. K.
T. K
TK
Thomas King",http://viaf.org/viaf/33375268,https://en.wikipedia.org/wiki/Thomas_King_(actor),http://www.worldcat.org/identities/lccn-n83-148873/,http://id.loc.gov/authorities/names/n83148873,,,,
"Knight, Edward, 1774-1826","Knight, Edward, 1774-1826","Edward Knight
Knight, E. P.
Knight, E.
Knight, Edward P.,
Knight, Edward P.
Little Knight,
Little Knight",http://viaf.org/viaf/74537000,https://en.wikipedia.org/wiki/Edward_Knight_(English_actor),http://www.worldcat.org/identities/lccn-n82-201301/,http://id.loc.gov/authorities/names/n82201301,,,,
"Knowles, James Sheridan, 1784-1862","Knowles, James Sheridan, 1784-1862","James Sheridan Knowles
Knowles, J. S.
Knowles, J. Sheridan
Knowles, James S.
Knowles, Sheridan,
Knowles, Sheridan
Sheridan Knowles, James
Sheridan Knowles
",http://viaf.org/viaf/59352010,https://en.wikipedia.org/wiki/James_Sheridan_Knowles,http://www.worldcat.org/identities/lccn-n82-99628/,http://id.loc.gov/authorities/names/n82099628,,https://www.ibdb.com/broadway-cast-staff/sheridan-knowles-6525,,
"Kynaston, Edward, 1643-1712",Edward Kynaston English actor,"Edward Kynaston
Kynaston, Edward",http://viaf.org/viaf/26834879/,https://en.wikipedia.org/wiki/Edward_Kynaston,http://www.worldcat.org/identities/lccn-no2007017754/,http://id.loc.gov/authorities/names/no2007017754,,,,
"Lacy, Harriette Deborah, 1807-1874","Lacy, Harriette Deborah, 1807-1874","Harriette Deborah Lacy
Lacy, W.,
Lacy, W.
Taylor, Harriette Deborah,
Taylor, Harriette Deborah
Taylor,
Taylor",http://viaf.org/viaf/26902651,https://en.wikipedia.org/wiki/Harriette_Deborah_Lacy,http://www.worldcat.org/identities/lccn-nr00-15566/,http://id.loc.gov/authorities/names/nr00015566,,,,
"Lander, J. M. (Jean Margaret), 1829-1903","Lander, J. M. (Jean Margaret), 1829-1903","Lander, J. M. (Jean Margaret)
Jean Margaret Davenport
Lander, F. W. Mrs.
Lander, Jean Margaret Davenport, Mrs.
Lander, Jean Margaaret
Landers, Jean Margaret
Miss J. M. Davenport",http://viaf.org/viaf/62903144/,https://en.wikipedia.org/wiki/Jean_Margaret_Davenport,http://www.worldcat.org/identities/lccn-n82157920/,http://id.loc.gov/authorities/names/n82157920,,,,
"Langtry, Lillie, 1853-1929","Langtry, Lillie, 1853-1929","Bathe, Emilie Charlotte Le Breton de
Bathe, Emilie Charlotte Le Breton Â˜deÂœ
De Bathe, Emilie Charlotte Le Breton
De Bathe, Emilie Charlotte Le Breton,
De Bathe, Lillie,
De Bathe, Lillie
Jersey Lilly
Jersey Lilly,
Jersey Lily
Jersey Lily,
Lady de Bathe,
Lady de Bathe
Langtry, Emilie Charlotte Le Breton
Langtry, Emilie Charlotte Le Breton,
Langtry, Lily
Langtry, Lily,
Langtry,

Langtry
Le Breton, Emilie Charlotte,
Le Breton, Emilie Charlotte
Le Breton, Emilie,
Le Breton, Emilie
Le Breton, Emily,
Le Breton, Emily
Le Breton, Lillie,
Le Breton, Lillie
Le Breton
LeBreton, Lillie
Lillie Langtry
",http://viaf.org/viaf/15718949,https://en.wikipedia.org/wiki/Lillie_Langtry,http://www.worldcat.org/identities/lccn-n50-53658/,http://id.loc.gov/authorities/names/n50053658,http://www.imdb.com/name/nm0486756/,https://www.ibdb.com/broadway-cast-staff/lily-langtry-68034,,
"Lathrop, Sam",,,,,,,,,,Nothing found
"Leak, Elizabeth, b. 1777",,,,,"http://www.worldcat.org/identities/np-leak,%20elizabeth$approximately%201778/",,,,,
"Lean, Cecil, 1878-1935","Lean, Cecil, 1878-1935",,http://viaf.org/viaf/51505848,,http://www.worldcat.org/identities/lccn-no2008-103898/,http://id.loc.gov/authorities/names/no2008103898,http://www.imdb.com/name/nm2696437/,https://www.ibdb.com/broadway-cast-staff/cecil-lean-13027,,
"Lee Sugg, Christopher, d. 1831",,,,,,,,,,Nothing found
"Lee, Jennie, d. 1930",Jennie Lee American actress of the silent film era,"Jennie Lee
Lee, Jennie",http://viaf.org/viaf/11386662/,https://en.wikipedia.org/wiki/Jennie_Lee_(actress),http://www.worldcat.org/identities/lccn-n88034808/,http://id.loc.gov/authorities/names/n88034808,http://www.imdb.com/name/nm0497501/,https://www.ibdb.com/broadway-cast-staff/jennie-lee-442665,,
"Lee, John, d. 1781","Lee, John, -1781","John Lee
Lee, John,
Lee, John
Lee,
Lee",http://viaf.org/viaf/7436745,https://en.wikipedia.org/wiki/John_Lee_(British_actor),http://www.worldcat.org/identities/lccn-n83-8384/,http://id.loc.gov/authorities/names/n83008384,,,,
"Lee, Nathaniel, 1653?-1692","Lee, Nathaniel, 1653?-1692","Lee, Nathanael
Lee, Nathaniel
Lee, Nat
Lee
Nathaniel Lee",http://viaf.org/viaf/66475782,https://en.wikipedia.org/wiki/Nathaniel_Lee,http://www.worldcat.org/identities/lccn-n79-55760/,http://id.loc.gov/authorities/names/n79055760,,,,
"Lehar, Franz, 1870-1948","LehÃ¡r, Franz, 1870-1948","F. LehÃ¡r
Ferenc LehÃ¡r
Franc Lehar
Franciscus LehÃ¡r
Franz LehÃ¡r
Legar
Legar, F.,
Legar, F.
Legar, Ferents,
Legar, Ferents
Legar, Ferentï¸ sï¸¡,
Legar, Ferentï¸ sï¸¡
Legar, Frants,
Legar, Frants
Legar, Frantï¸ sï¸¡,
Legar, Frantï¸ sï¸¡
Lehar
Lehar, F.
Lehar, Ferenc. ,
Lehar, Ferencz
Lehar, Ferencz,
Lehar, Ferenc
Lehar, Fr.
Lehar, Franc
Lehar, Francesco,
Lehar, Francesco
Lehar, Franjo
Lehar, Franz
Lehar.
LehaÌ",http://viaf.org/viaf/61732356,https://en.wikipedia.org/wiki/Franz_Leh%C3%A1r,http://www.worldcat.org/identities/lccn-n79-55760/,http://id.loc.gov/authorities/names/n79055760,http://www.imdb.com/name/nm0006167/,https://www.ibdb.com/broadway-cast-staff/franz-lehr-5647,,
"Leigh, Anthony, d. 1692","Leigh, Anthony -1692","Leigh, Anthony
Anthony Leigh
Leigh Tony",http://viaf.org/viaf/232515571,https://en.wikipedia.org/wiki/Anthony_Leigh,http://www.worldcat.org/identities/viaf-232515571/,,,,,
"Leighton, Margaret, d. 1908",,,,,,,,,,Nothing found
"Lekain, Henri Louis Cain, 1728-1778","Cain, Henri Louis, 1729-1778","Cain, Henri Louis
Le Kain, Henri-Louis
Lekain, Henri Louis Cain
Lekain
Lekain, Henri-Louis",http://viaf.org/viaf/44405971/,https://en.wikipedia.org/wiki/Lekain,http://www.worldcat.org/identities/lccn-n86857500/,http://id.loc.gov/authorities/names/n86857500,,,,
"Lemaitre, Frederick, 1800-1876","LemaÃ®tre, FrÃ©dÃ©rick, 1800-1876",FreÌ,http://viaf.org/viaf/29591519,https://en.wikipedia.org/wiki/FrÃ©dÃ©rick_LemaÃ®tre,http://www.worldcat.org/identities/lccn-nr92-41843,http://id.loc.gov/authorities/names/nr92041843,,,,
"Lemon, Mark, 1809-1870","Lemon, Mark, 1809-1870","Lemon, M.
Mark Lemon
",http://viaf.org/viaf/32794333,https://en.wikipedia.org/wiki/Mark_Lemon,http://www.worldcat.org/identities/lccn-n50-47487/,http://id.loc.gov/authorities/names/n50047487,,,,
"Lerner, Tina, b. 1890","Lerner, Tina, 1890-","Lerner, Tina
Shavitch, Tina
Tina Lerner",http://viaf.org/viaf/16795701/,,http://www.worldcat.org/identities/lccn-no93003799/,http://id.loc.gov/authorities/names/no93003799,,,,
"Leslie, Fannie, 1856-1935","Leslie, Fannie, 1856-1935","Leslie, Fanny,",http://viaf.org/viaf/66293314,,http://www.worldcat.org/identities/lccn-no2008-149379/,http://id.loc.gov/authorities/names/no2008149379,,https://www.ibdb.com/broadway-cast-staff/fannie-leslie-445633,,
"Lessingham, Jane, 1739?-1783","Lessingham, Jane, 1739?-1783","Hemet, Jane,
Lessingham,
Stott, Jane,
Stott, John,",http://viaf.org/viaf/19245147,,http://www.worldcat.org/identities/lccn-no91-27417/,http://id.loc.gov/authorities/names/no91027417,,,,
"Lewes, Charles Lee, 1740-1803","Lewes, Charles Lee, 1740-1803","Charles Lee Lewes
Lewis, Charles Lee,
Lewis, Charles Lee",http://viaf.org/viaf/24974264,https://en.wikipedia.org/wiki/Charles_Lee_Lewes,http://www.worldcat.org/identities/lccn-n88-7997/,http://id.loc.gov/authorities/names/n88007997,,,,
"Lewes, Charles Lee, Mrs., fl. 1792",,,,,,,,,,Nothing found
"Lewis, James, 1837?-1896","Lewis, James, approximately 1837-1896","Lewis, James
Deming, James Lewis",http://viaf.org/viaf/78602349/,,http://www.worldcat.org/identities/lccn-no2008146414/,http://id.loc.gov/authorities/names/no2008146414,,https://www.ibdb.com/broadway-cast-staff/james-lewis-49699,,
"Lewis, Mrs. Henry, d. 1855",,,,,,,,,,Nothing found
"Lewis, William Thomas, 1749-1811","Lewis, William Thomas, 1746?-1812","Lewis, William Thomas
Lewis, Mr. (William Thomas)
Lewis, (William Thomas) Mr.",http://viaf.org/viaf/86320158/,,http://www.worldcat.org/identities/lccn-no2009050513/,http://id.loc.gov/authorities/names/no2009050513,,,,
"Lincoln, Annie B.",,,,,,,,,,Nothing found
"Lind, Jenny, 1820-1887","Lind, Jenny, 1820-1887","Goldschmidt, Jenny Lind,
Goldschmidt, Jenny Lind-,
Goldschmidt, Jenny Lind-
Goldschmidt, Jenny Lind
Goldschmidt, Jenny
Goldschmidt-Lind, Jenny Maria,
Goldschmidt-Lind, Jenny Maria
Jenny LindovÃ¡
Jenny Lind
Lind, Jenny
Lind, Johanna Maria
Lind, Johanna Maria,
Lind, Johanna,
Lind, Johanna
Lind-Goldschmidt, Jenny Maria,
Lind-Goldschmidt, Jenny Maria
Lind-Goldschmidt, Jenny,
Lind-Goldschmidt, Jenny
Lind-Goldschmidt
Lind
",http://viaf.org/viaf/74649260,https://en.wikipedia.org/wiki/Jenny_Lind,http://www.worldcat.org/identities/lccn-n80-24529/,http://id.loc.gov/authorities/names/n80024529,,https://www.ibdb.com/broadway-cast-staff/jenny-lind-84184,,
"Linden, Marie, b.1862","Linden, Marie, 1862-","Linden, Marie",http://viaf.org/viaf/88459322/,,http://www.worldcat.org/identities/lccn-no2009066481/,http://id.loc.gov/authorities/names/no2009066481,,https://www.ibdb.com/broadway-cast-staff/marie-linden-49816,,
"Lingard, Alice, 1847-1897","Lingard, Alice","Lingard, Alice",http://viaf.org/viaf/309839257/,,http://www.worldcat.org/identities/lccn-no2014081184/,http://id.loc.gov/authorities/names/no2014081184,,https://www.ibdb.com/broadway-cast-staff/alice-dunning-lingard-49854,,
"Linwood, Mary, 1755-1845","Linwood, Mary, 1755-1845",Mary Linwood,http://viaf.org/viaf/56473548,https://en.wikipedia.org/wiki/Mary_Linwood,http://www.worldcat.org/identities/lccn-nr92-15329/,http://id.loc.gov/authorities/names/nr92015329,,,,
"Liston, John, 1776-1846","Liston, John, 1776?-1846",John Liston,http://viaf.org/viaf/3915614,https://en.wikipedia.org/wiki/John_Liston,http://www.worldcat.org/identities/lccn-n85-208063/,http://id.loc.gov/authorities/names/n85208063,,,,
"Liston, Sarah, ca. 1780-1854","Liston, Sarah, 1781-1854","Liston, Sarah
Liston, John Mrs.
Tyrer, Sarah",http://viaf.org/viaf/90499525/,,http://www.worldcat.org/identities/lccn-no2009084332/,http://id.loc.gov/authorities/names/no2009084332,,,,
"Litchfield, Harriett, 1777-1854",Harriett Litchfield English actress,"Litchfield, Harriett
Harriet Litchfield
Hay, Harriett Sylvester
Hay, Miss (Harriett)
Litchfield, Mrs. (Harriet)
Litchfield, Mrs.
Sylvester Hay, Harriett
Sylvester, Miss (Harriett)
Sylvester, (Harriett) Miss
Sylvester, Miss",http://viaf.org/viaf/86324551/,https://en.wikipedia.org/wiki/Harriett_Litchfield,http://www.worldcat.org/identities/lccn-no2009051233/,http://id.loc.gov/authorities/names/no2009051233,,,,
"Litton, Marie, 1847-1884","Litton, Marie, 1847-1884","Litton, M.
Litton,
Marie Litton",http://viaf.org/viaf/66381735,https://en.wikipedia.org/wiki/Marie_Litton,http://www.worldcat.org/identities/lccn-nr98-17387/,http://id.loc.gov/authorities/names/nr98017387,,,,
"Logan, Eliza, 1829 or 30-1872","Logan, Eliza, 1829-1872","Logan, Eliza
Eliza Logan",http://viaf.org/viaf/63832956/,https://en.wikipedia.org/wiki/Eliza_Logan,http://www.worldcat.org/identities/lccn-no2008152242/,http://id.loc.gov/authorities/names/no2008152242,,,,
"Logan, Olive, 1839-1909","Logan, Olive, 1839-1909","Chroniqueuse
Logan, Olive Logan,
Logan, Olive Logan
Olive Logan
Sikes, Olive
Sikes, Wirt,
Sikes, Wirt",http://viaf.org/viaf/18530244,https://en.wikipedia.org/wiki/Olive_Logan,http://www.worldcat.org/identities/lccn-n80-123426/,http://id.loc.gov/authorities/names/n80123426,,https://www.ibdb.com/broadway-cast-staff/olive-logan-sykes-9622,,
"Lovell, Maria, 1803-1877","Lovell, Maria, 1803-1877","Lacy, Maria Anne,
Lacy, Maria Anne
Lovell, Maria Anne Lacy,
Lovell, Maria Anne Lacy
Maria Ann Lovell",http://viaf.org/viaf/38269680,https://en.wikipedia.org/wiki/Maria_Ann_Lovell,http://www.worldcat.org/identities/lccn-n82-143192/,http://id.loc.gov/authorities/names/n82143192,,https://www.ibdb.com/broadway-cast-staff/maria-lovell-7837,,
"Macauley, Elizabeth Wright, 1785?-1837",Eliza Macauley,"Eliza Macauley
Macauley, Miss (Elizabeth Wright)
Maculey, Elizabeth Wright
Eliza Macauley
",http://viaf.org/viaf/12623693/,https://en.wikipedia.org/wiki/Eliza_Macauley,http://www.worldcat.org/identities/lccn-n88108800/,http://id.loc.gov/authorities/names/n88108800,,,,
"Mackay, Charles, ca. 1785-1857","Mackay, Charles, 1787-1857","Mackay, Charles",http://viaf.org/viaf/83542359/,,http://www.worldcat.org/identities/lccn-no2009030716/,http://id.loc.gov/authorities/names/no2009030716,,,,
"MacKintosh, William, 1855-1929",,,,,,,,,,Nothing found
"Macklin, Maria, ca. 1733-1781","Macklin, Maria, ca. 1733-1781","Macklin, Maria,
Macklin,",http://viaf.org/viaf/14335496,,http://www.worldcat.org/identities/lccn-no91-27420/,http://id.loc.gov/authorities/names/no91027420,,,,
"Macready, William Charles, 1793-1873","Macready, William Charles, 1793-1873","Macready, W. C.,
Gulielmus Macready
Macready, W. C.
Macready, W.C.
Macready, William C.
Macready,
Macready
William Charles Macready
William Macready
",http://viaf.org/viaf/5743196,https://en.wikipedia.org/wiki/William_Macready,http://www.worldcat.org/identities/lccn-no91-5705/,http://id.loc.gov/authorities/names/no91005705,,https://www.ibdb.com/broadway-cast-staff/william-charles-macready-107402,,
"Maeder, J. Gaspard (James Gaspard), 1809-1876","Maeder, J. Gaspard (James Gaspard), 1809-1876","Maeder, J. Gaspard (James Gaspard)
Maeder, J. G. (James Gaspard)
Maeder, James Gaspard",http://viaf.org/viaf/60692872/,,http://www.worldcat.org/identities/lccn-n89644686/,http://id.loc.gov/authorities/names/n89644686,,https://www.ibdb.com/broadway-cast-staff/james-gaspard-maeder-412325,,
"Mahon, Mrs., fl. 1781?",,,,,,,,,,Nothing found
"Majilton, Marie",,,,,"http://www.worldcat.org/identities/np-majilton,%20marie/",,,,,
"Malibran, Maria Felicita, 1808-1836","Malibran, Maria 1808-1836","Malibran, Maria
Malibran, Maria Felicia
Garcia, Maria Teresa
Maria Malibran
Beriot, Marie Felicite Malibran",http://viaf.org/viaf/9855564/,https://en.wikipedia.org/wiki/Maria_Malibran,http://www.worldcat.org/identities/lccn-n83162687/,http://id.loc.gov/authorities/names/n83162687,,,,
"Mallinson, Joseph, fl. 1811","Mallinson, Joseph","Mallinson, Joseph
Mallinson, (Joseph)
Mallinson, Mr.",http://viaf.org/viaf/309833108/,,http://www.worldcat.org/identities/lccn-nb2014013304/,http://id.loc.gov/authorities/names/nb2014013304,,,,
